-------------------------------------------------------------------------------------------,,,,,,,,,
1961,6,22447,19.614.548,319.77,317.63,319.72,317.59,319.77,317.63
1961,7,22477,19.615.370,318.56,317.89,318.33,317.68,318.56,317.89
1961,8,22508,19.616.219,316.79,318.07,316.45,317.77,316.79,318.07
1961,9,22539,19.617.068,314.99,317.9,314.93,317.85,314.99,317.9
1961,10,22569,19.617.890,315.31,318.32,314.92,317.92,315.31,318.32
1961,11,22600,19.618.740,316.1,317.99,316.13,318,316.1,317.99
1961,12,22630,19.619.562,317.01,317.78,317.3,318.06,317.01,317.78
1962,1,22661,19.620.411,317.94,317.9,318.18,318.13,317.94,317.9
1962,2,22692,19.621.260,318.55,317.91,318.85,318.2,318.55,317.91
1962,3,22720,19.622.027,319.68,318.39,319.56,318.26,319.68,318.39
1962,4,22751,19.622.877,320.57,318.24,320.67,318.33,320.57,318.24
1962,5,22781,19.623.699,321.02,318.18,321.23,318.39,321.02,318.18
1962,6,22812,19.624.548,320.62,318.47,320.58,318.45,320.62,318.47
1962,7,22842,19.625.370,319.61,318.94,319.16,318.51,319.61,318.94
1962,8,22873,19.626.219,317.4,318.69,317.24,318.56,317.4,318.69
1962,9,22904,19.627.068,316.25,319.17,315.67,318.61,316.25,319.17
1962,10,22934,19.627.890,315.42,318.44,315.63,318.64,315.42,318.44
1962,11,22965,19.628.740,316.69,318.59,316.81,318.68,316.69,318.59
1962,12,22995,19.629.562,317.7,318.47,317.96,318.72,317.7,318.47
1963,1,23026,19.630.411,318.74,318.7,318.82,318.77,318.74,318.7
1963,2,23057,19.631.260,319.07,318.43,319.46,318.81,319.07,318.43
1963,3,23085,19.632.027,319.86,318.56,320.17,318.86,319.86,318.56
1963,4,23116,19.632.877,321.38,319.05,321.26,318.91,321.38,319.05
1963,5,23146,19.633.699,322.25,319.4,321.81,318.97,322.25,319.4
1963,6,23177,19.634.548,321.48,319.32,321.15,319.02,321.48,319.32
1963,7,23207,19.635.370,319.74,319.06,319.71,319.06,319.74,319.06
1963,8,23238,19.636.219,317.77,319.06,317.78,319.1,317.77,319.06
1963,9,23269,19.637.068,316.21,319.14,316.2,319.15,316.21,319.14
1963,10,23299,19.637.890,315.99,319.02,316.16,319.19,315.99,319.02
1963,11,23330,19.638.740,317.07,318.97,317.35,319.23,317.07,318.97
1963,12,23360,19.639.562,318.35,319.13,318.51,319.28,318.35,319.13
1964,1,23391,19.640.410,319.57,319.53,319.38,319.32,319.57,319.53
1964,2,23422,19.641.257,-99.99,-99.99,320.02,319.37,320.02,319.37
1964,3,23451,19.642.049,-99.99,-99.99,320.75,319.41,320.75,319.41
1964,4,23482,19.642.896,-99.99,-99.99,321.84,319.46,321.84,319.46
1964,5,23512,19.643.716,322.25,319.4,322.35,319.49,322.25,319.4
1964,6,23543,19.644.563,321.89,319.75,321.65,319.53,321.89,319.75
1964,7,23573,19.645.383,320.44,319.78,320.19,319.56,320.44,319.78
1964,8,23604,19.646.230,318.69,320.01,318.23,319.59,318.69,320.01
1964,9,23635,19.647.077,316.71,319.65,316.64,319.61,316.71,319.65
1964,10,23665,19.647.896,316.87,319.91,316.59,319.62,316.87,319.91
1964,11,23696,19.648.743,317.68,319.58,317.76,319.64,317.68,319.58
1964,12,23726,19.649.563,318.71,319.49,318.9,319.66,318.71,319.49
1965,1,23757,19.650.411,319.44,319.39,319.74,319.69,319.44,319.39
1965,2,23788,19.651.260,320.44,319.8,320.38,319.73,320.44,319.8
1965,3,23816,19.652.027,320.89,319.59,321.09,319.77,320.89,319.59
1965,4,23847,19.652.877,322.14,319.79,322.2,319.84,322.14,319.79
1965,5,23877,19.653.699,322.17,319.3,322.78,319.91,322.17,319.3
1965,6,23908,19.654.548,321.87,319.7,322.16,320,321.87,319.7
1965,7,23938,19.655.370,321.21,320.52,320.76,320.1,321.21,320.52
1965,8,23969,19.656.219,318.87,320.17,318.88,320.21,318.87,320.17
1965,9,24000,19.657.068,317.82,320.77,317.36,320.33,317.82,320.77
1965,10,24030,19.657.890,317.3,320.36,317.39,320.44,317.3,320.36
1965,11,24061,19.658.740,318.87,320.78,318.66,320.55,318.87,320.78
1965,12,24091,19.659.562,319.42,320.2,319.9,320.67,319.42,320.2
1966,1,24122,19.660.411,320.62,320.58,320.84,320.79,320.62,320.58
1966,2,24153,19.661.260,321.6,320.95,321.57,320.91,321.6,320.95
1966,3,24181,19.662.027,322.39,321.08,322.34,321.01,322.39,321.08
1966,4,24212,19.662.877,323.7,321.34,323.5,321.13,323.7,321.34
1966,5,24242,19.663.699,324.08,321.2,324.1,321.23,324.08,321.2
1966,6,24273,19.664.548,323.75,321.57,323.48,321.32,323.75,321.57
1966,7,24303,19.665.370,322.38,321.69,322.06,321.41,322.38,321.69
1966,8,24334,19.666.219,320.36,321.66,320.15,321.49,320.36,321.66
1966,9,24365,19.667.068,318.64,321.6,318.58,321.56,318.64,321.6
1966,10,24395,19.667.890,318.1,321.17,318.57,321.62,318.1,321.17
1966,11,24426,19.668.740,319.78,321.71,319.79,321.69,319.78,321.71
1966,12,24456,19.669.562,321.03,321.81,320.98,321.75,321.03,321.81
1967,1,24487,19.670.411,322.33,322.29,321.86,321.8,322.33,322.29
1967,2,24518,19.671.260,322.5,321.85,322.52,321.86,322.5,321.85
1967,3,24546,19.672.027,323.03,321.72,323.24,321.91,323.03,321.72
1967,4,24577,19.672.877,324.42,322.05,324.35,321.96,324.42,322.05
1967,5,24607,19.673.699,325,322.11,324.91,322.02,325,322.11
1967,6,24638,19.674.548,324.09,321.9,324.25,322.08,324.09,321.9
1967,7,24668,19.675.370,322.54,321.85,322.8,322.14,322.54,321.85
1967,8,24699,19.676.219,320.92,322.23,320.87,322.21,320.92,322.23
1967,9,24730,19.677.068,319.25,322.23,319.29,322.28,319.25,322.23
1967,10,24760,19.677.890,319.39,322.47,319.28,322.35,319.39,322.47
1967,11,24791,19.678.740,320.73,322.65,320.52,322.42,320.73,322.65
1967,12,24821,19.679.562,321.96,322.75,321.73,322.5,321.96,322.75
1968,1,24852,19.680.410,322.57,322.52,322.63,322.57,322.57,322.52
1968,2,24883,19.681.257,323.15,322.5,323.32,322.66,323.15,322.5
1968,3,24912,19.682.049,323.89,322.55,324.09,322.74,323.89,322.55
1968,4,24943,19.682.896,325.02,322.62,325.24,322.83,325.02,322.62
1968,5,24973,19.683.716,325.57,322.67,325.82,322.93,325.57,322.67
1968,6,25004,19.684.563,325.36,323.18,325.19,323.03,325.36,323.18
1968,7,25034,19.685.383,324.14,323.47,323.78,323.14,324.14,323.47
1968,8,25065,19.686.230,322.11,323.44,321.89,323.26,322.11,323.44
1968,9,25096,19.687.077,320.33,323.32,320.37,323.37,320.33,323.32
1968,10,25126,19.687.896,320.25,323.33,320.42,323.49,320.25,323.33
1968,11,25157,19.688.743,321.32,323.25,321.71,323.62,321.32,323.25
1968,12,25187,19.689.563,322.89,323.68,322.98,323.75,322.89,323.68
1969,1,25218,19.690.411,324,323.96,323.95,323.89,324,323.96
1969,2,25249,19.691.260,324.42,323.76,324.7,324.03,324.42,323.76
1969,3,25277,19.692.027,325.63,324.31,325.5,324.17,325.63,324.31
1969,4,25308,19.692.877,326.66,324.28,326.71,324.31,326.66,324.28
1969,5,25338,19.693.699,327.38,324.48,327.35,324.44,327.38,324.48
1969,6,25369,19.694.548,326.71,324.51,326.76,324.57,326.71,324.51
1969,7,25399,19.695.370,325.88,325.19,325.36,324.69,325.88,325.19
1969,8,25430,19.696.219,323.66,324.98,323.46,324.81,323.66,324.98
1969,9,25461,19.697.068,322.38,325.37,321.9,324.91,322.38,325.37
1969,10,25491,19.697.890,321.78,324.88,321.91,325,321.78,324.88
1969,11,25522,19.698.740,322.85,324.8,323.16,325.08,322.85,324.8
1969,12,25552,19.699.562,324.12,324.91,324.38,325.16,324.12,324.91
1970,1,25583,19.700.411,325.06,325.02,325.3,325.24,325.06,325.02
1970,2,25614,19.701.260,325.98,325.33,326,325.33,325.98,325.33
1970,3,25642,19.702.027,326.93,325.6,326.74,325.4,326.93,325.6
1970,4,25673,19.702.877,328.13,325.74,327.89,325.48,328.13,325.74
1970,5,25703,19.703.699,328.08,325.16,328.47,325.56,328.08,325.16
1970,6,25734,19.704.548,327.67,325.46,327.82,325.63,327.67,325.46
1970,7,25764,19.705.370,326.34,325.65,326.37,325.71,326.34,325.65
1970,8,25795,19.706.219,324.68,326.01,324.42,325.78,324.68,326.01
1970,9,25826,19.707.068,323.1,326.1,322.82,325.84,323.1,326.1
1970,10,25856,19.707.890,323.07,326.18,322.79,325.89,323.07,326.18
1970,11,25887,19.708.740,324.01,325.96,324.01,325.93,324.01,325.96
1970,12,25917,19.709.562,325.13,325.93,325.19,325.97,325.13,325.93
1971,1,25948,19.710.411,326.17,326.13,326.07,326.01,326.17,326.13
1971,2,25979,19.711.260,326.68,326.02,326.72,326.05,326.68,326.02
1971,3,26007,19.712.027,327.18,325.84,327.44,326.09,327.18,325.84
1971,4,26038,19.712.877,327.79,325.39,328.56,326.14,327.79,325.39
1971,5,26068,19.713.699,328.93,326,329.13,326.2,328.93,326
1971,6,26099,19.714.548,328.57,326.35,328.46,326.27,328.57,326.35
1971,7,26129,19.715.370,327.36,326.66,327,326.33,327.36,326.66
1971,8,26160,19.716.219,325.43,326.75,325.05,326.41,325.43,326.75
1971,9,26191,19.717.068,323.36,326.37,323.45,326.48,323.36,326.37
1971,10,26221,19.717.890,323.56,326.68,323.44,326.55,323.56,326.68
1971,11,26252,19.718.740,324.8,326.75,324.69,326.62,324.8,326.75
1971,12,26282,19.719.562,326.01,326.81,325.92,326.7,326.01,326.81
1972,1,26313,19.720.410,326.77,326.73,326.84,326.79,326.77,326.73
1972,2,26344,19.721.257,327.63,326.97,327.55,326.88,327.63,326.97
1972,3,26373,19.722.049,327.75,326.39,328.36,326.98,327.75,326.39
1972,4,26404,19.722.896,329.72,327.29,329.55,327.1,329.72,327.29
1972,5,26434,19.723.716,330.07,327.13,330.17,327.23,330.07,327.13
1972,6,26465,19.724.563,329.09,326.88,329.57,327.38,329.09,326.88
1972,7,26495,19.725.383,328.04,327.37,328.19,327.54,328.04,327.37
1972,8,26526,19.726.230,326.32,327.68,326.33,327.72,326.32,327.68
1972,9,26557,19.727.077,324.84,327.87,324.87,327.92,324.84,327.87
1972,10,26587,19.727.896,325.2,328.33,325,328.11,325.2,328.33
1972,11,26618,19.728.743,326.5,328.46,326.38,328.31,326.5,328.46
1972,12,26648,19.729.563,327.55,328.36,327.73,328.51,327.55,328.36
1973,1,26679,19.730.411,328.55,328.5,328.78,328.72,328.55,328.5
1973,2,26710,19.731.260,329.56,328.9,329.6,328.93,329.56,328.9
1973,3,26738,19.732.027,330.3,328.96,330.47,329.11,330.3,328.96
1973,4,26769,19.732.877,331.5,329.09,331.74,329.31,331.5,329.09
1973,5,26799,19.733.699,332.48,329.53,332.43,329.48,332.48,329.53
1973,6,26830,19.734.548,332.07,329.84,331.86,329.64,332.07,329.84
1973,7,26860,19.735.370,330.87,330.17,330.45,329.78,330.87,330.17
1973,8,26891,19.736.219,329.31,330.65,328.52,329.89,329.31,330.65
1973,9,26922,19.737.068,327.52,330.55,326.92,329.97,327.52,330.55
1973,10,26952,19.737.890,327.19,330.33,326.89,330.02,327.19,330.33
1973,11,26983,19.738.740,328.17,330.13,328.11,330.05,328.17,330.13
1973,12,27013,19.739.562,328.65,329.45,329.29,330.08,328.65,329.45
1974,1,27044,19.740.411,329.36,329.31,330.16,330.1,329.36,329.31
1974,2,27075,19.741.260,330.71,330.05,330.8,330.13,330.71,330.05
1974,3,27103,19.742.027,331.49,330.14,331.51,330.15,331.49,330.14
1974,4,27134,19.742.877,332.65,330.23,332.63,330.19,332.65,330.23
1974,5,27164,19.743.699,333.1,330.14,333.19,330.23,333.1,330.14
1974,6,27195,19.744.548,332.26,330.02,332.49,330.27,332.26,330.02
1974,7,27225,19.745.370,331.18,330.48,331,330.32,331.18,330.48
1974,8,27256,19.746.219,329.4,330.74,329,330.37,329.4,330.74
1974,9,27287,19.747.068,327.44,330.48,327.37,330.42,327.44,330.48
1974,10,27317,19.747.890,327.38,330.53,327.34,330.48,327.38,330.53
1974,11,27348,19.748.740,328.46,330.44,328.58,330.53,328.46,330.44
1974,12,27378,19.749.562,329.58,330.39,329.8,330.6,329.58,330.39
1975,1,27409,19.750.411,330.41,330.36,330.72,330.67,330.41,330.36
1975,2,27440,19.751.260,331.41,330.74,331.43,330.75,331.41,330.74
1975,3,27468,19.752.027,332.05,330.7,332.19,330.83,332.05,330.7
1975,4,27499,19.752.877,333.32,330.88,333.37,330.92,333.32,330.88
1975,5,27529,19.753.699,333.98,331.01,333.99,331.02,333.98,331.01
1975,6,27560,19.754.548,333.61,331.37,333.35,331.12,333.61,331.37
1975,7,27590,19.755.370,331.91,331.21,331.89,331.21,331.91,331.21
1975,8,27621,19.756.219,330.06,331.41,329.93,331.31,330.06,331.41
1975,9,27652,19.757.068,328.57,331.62,328.33,331.4,328.57,331.62
1975,10,27682,19.757.890,328.35,331.51,328.34,331.49,328.35,331.51
1975,11,27713,19.758.740,329.5,331.48,329.61,331.57,329.5,331.48
1975,12,27743,19.759.562,330.77,331.58,330.86,331.65,330.77,331.58
1976,1,27774,19.760.410,331.76,331.71,331.79,331.73,331.76,331.71
1976,2,27805,19.761.257,332.58,331.91,332.49,331.81,332.58,331.91
1976,3,27834,19.762.049,333.5,332.13,333.28,331.89,333.5,332.13
1976,4,27865,19.762.896,334.59,332.13,334.44,331.96,334.59,332.13
1976,5,27895,19.763.716,334.89,331.91,335.02,332.04,334.89,331.91
1976,6,27926,19.764.563,334.34,332.11,334.34,332.12,334.34,332.11
1976,7,27956,19.765.383,333.06,332.38,332.86,332.21,333.06,332.38
1976,8,27987,19.766.230,330.95,332.33,330.89,332.3,330.95,332.33
1976,9,28018,19.767.077,329.31,332.38,329.32,332.41,329.31,332.38
1976,10,28048,19.767.896,328.95,332.12,329.36,332.52,328.95,332.12
1976,11,28079,19.768.743,330.32,332.3,330.68,332.65,330.32,332.3
1976,12,28109,19.769.563,331.69,332.5,331.99,332.79,331.69,332.5
1977,1,28140,19.770.411,332.94,332.89,333,332.95,332.94,332.89
1977,2,28171,19.771.260,333.43,332.76,333.8,333.12,333.43,332.76
1977,3,28199,19.772.027,334.71,333.35,334.66,333.28,334.71,333.35
1977,4,28230,19.772.877,336.08,333.63,335.93,333.47,336.08,333.63
1977,5,28260,19.773.699,336.76,333.77,336.64,333.65,336.76,333.77
1977,6,28291,19.774.548,336.28,334.01,336.07,333.83,336.28,334.01
1977,7,28321,19.775.370,334.93,334.22,334.68,334,334.93,334.22
1977,8,28352,19.776.219,332.76,334.12,332.78,334.17,332.76,334.12
1977,9,28383,19.777.068,331.6,334.67,331.24,334.33,331.6,334.67
1977,10,28413,19.777.890,331.17,334.35,331.3,334.47,331.17,334.35
1977,11,28444,19.778.740,332.41,334.41,332.64,334.61,332.41,334.41
1977,12,28474,19.779.562,333.86,334.67,333.95,334.75,333.86,334.67
1978,1,28505,19.780.411,334.98,334.93,334.95,334.89,334.98,334.93
1978,2,28536,19.781.260,335.4,334.72,335.71,335.02,335.4,334.72
1978,3,28564,19.782.027,336.65,335.29,336.52,335.14,336.65,335.29
1978,4,28595,19.782.877,337.77,335.31,337.74,335.27,337.77,335.31
1978,5,28625,19.783.699,338.02,335.02,338.38,335.39,338.02,335.02
1978,6,28656,19.784.548,337.91,335.64,337.75,335.5,337.91,335.64
1978,7,28686,19.785.370,336.55,335.84,336.29,335.61,336.55,335.84
1978,8,28717,19.786.219,334.69,336.05,334.32,335.71,334.69,336.05
1978,9,28748,19.787.068,332.77,335.85,332.71,335.81,332.77,335.85
1978,10,28778,19.787.890,332.56,335.75,332.72,335.9,332.56,335.75
1978,11,28809,19.788.740,333.93,335.93,334.02,336,333.93,335.93
1978,12,28839,19.789.562,334.96,335.78,335.3,336.1,334.96,335.78
1979,1,28870,19.790.411,336.24,336.19,336.26,336.21,336.24,336.19
1979,2,28901,19.791.260,336.77,336.09,337.01,336.32,336.77,336.09
1979,3,28929,19.792.027,337.97,336.6,337.81,336.43,337.97,336.6
1979,4,28960,19.792.877,338.89,336.43,339.04,336.55,338.89,336.43
1979,5,28990,19.793.699,339.48,336.48,339.69,336.68,339.48,336.48
1979,6,29021,19.794.548,339.3,337.02,339.08,336.82,339.3,337.02
1979,7,29051,19.795.370,337.74,337.02,337.64,336.95,337.74,337.02
1979,8,29082,19.796.219,336.1,337.46,335.7,337.09,336.1,337.46
1979,9,29113,19.797.068,333.93,337.02,334.13,337.24,333.93,337.02
1979,10,29143,19.797.890,333.87,337.08,334.19,337.38,333.87,337.08
1979,11,29174,19.798.740,335.3,337.31,335.55,337.54,335.3,337.31
1979,12,29204,19.799.562,336.74,337.56,336.89,337.7,336.74,337.56
1980,1,29235,19.800.410,338.03,337.99,337.92,337.87,338.03,337.99
1980,2,29266,19.801.257,338.37,337.69,338.72,338.03,338.37,337.69
1980,3,29295,19.802.049,340.09,338.69,339.6,338.19,340.09,338.69
1980,4,29326,19.802.896,340.78,338.28,340.86,338.35,340.78,338.28
1980,5,29356,19.803.716,341.48,338.47,341.52,338.5,341.48,338.47
1980,6,29387,19.804.563,341.18,338.92,340.89,338.65,341.18,338.92
1980,7,29417,19.805.383,339.57,338.88,339.45,338.79,339.57,338.88
1980,8,29448,19.806.230,337.61,339.01,337.49,338.92,337.61,339.01
1980,9,29479,19.807.077,335.9,339.01,335.91,339.04,335.9,339.01
1980,10,29509,19.807.896,336.03,339.24,335.95,339.15,336.03,339.24
1980,11,29540,19.808.743,337.12,339.13,337.27,339.26,337.12,339.13
1980,12,29570,19.809.563,338.23,339.06,338.56,339.36,338.23,339.06
1981,1,29601,19.810.411,339.25,339.2,339.53,339.47,339.25,339.2
1981,2,29632,19.811.260,340.5,339.81,340.26,339.57,340.5,339.81
1981,3,29660,19.812.027,341.4,340.02,341.05,339.66,341.4,340.02
1981,4,29691,19.812.877,342.52,340.04,342.25,339.75,342.52,340.04
1981,5,29721,19.813.699,342.93,339.9,342.86,339.83,342.93,339.9
1981,6,29752,19.814.548,342.27,339.98,342.19,339.92,342.27,339.98
1981,7,29782,19.815.370,340.5,339.78,340.69,340,340.5,339.78
1981,8,29813,19.816.219,338.45,339.82,338.68,340.09,338.45,339.82
1981,9,29844,19.817.068,336.71,339.83,337.06,340.19,336.71,339.83
1981,10,29874,19.817.890,336.88,340.1,337.08,340.29,336.88,340.1
1981,11,29905,19.818.740,338.38,340.4,338.4,340.4,338.38,340.4
1981,12,29935,19.819.562,339.63,340.46,339.7,340.51,339.63,340.46
1982,1,29966,19.820.411,340.77,340.73,340.67,340.62,340.77,340.73
1982,2,29997,19.821.260,341.63,340.95,341.42,340.72,341.63,340.95
1982,3,30025,19.822.027,342.72,341.34,342.21,340.81,342.72,341.34
1982,4,30056,19.822.877,343.59,341.1,343.41,340.9,343.59,341.1
1982,5,30086,19.823.699,344.16,341.12,344.02,340.98,344.16,341.12
1982,6,30117,19.824.548,343.37,341.07,343.34,341.06,343.37,341.07
1982,7,30147,19.825.370,342.07,341.35,341.83,341.14,342.07,341.35
1982,8,30178,19.826.219,339.83,341.21,339.81,341.22,339.83,341.21
1982,9,30209,19.827.068,338,341.12,338.17,341.31,338,341.12
1982,10,30239,19.827.890,337.88,341.12,338.18,341.4,337.88,341.12
1982,11,30270,19.828.740,339.28,341.31,339.51,341.52,339.28,341.31
1982,12,30300,19.829.562,340.51,341.34,340.83,341.65,340.51,341.34
1983,1,30331,19.830.411,341.39,341.35,341.86,341.8,341.39,341.35
1983,2,30362,19.831.260,342.54,341.86,342.67,341.97,342.54,341.86
1983,3,30390,19.832.027,343.12,341.73,343.54,342.14,343.12,341.73
1983,4,30421,19.832.877,344.96,342.46,344.84,342.33,344.96,342.46
1983,5,30451,19.833.699,345.78,342.73,345.57,342.52,345.78,342.73
1983,6,30482,19.834.548,345.34,343.03,345,342.71,345.34,343.03
1983,7,30512,19.835.370,344,343.27,343.59,342.89,344,343.27
1983,8,30543,19.836.219,342.4,343.78,341.65,343.07,342.4,343.78
1983,9,30574,19.837.068,339.88,343.02,340.08,343.23,339.88,343.02
1983,10,30604,19.837.890,340,343.25,340.15,343.38,340,343.25
1983,11,30635,19.838.740,341.16,343.19,341.52,343.53,341.16,343.19
1983,12,30665,19.839.562,342.99,343.82,342.86,343.68,342.99,343.82
1984,1,30696,19.840.410,343.82,343.77,343.88,343.82,343.82,343.77
